0.140125,0.710750,0.471625,0.907000,0.141625,nan,0.259125,0.431875,0.363625,0.878750,0.069625,0.369250,0.337125,nan,0.914625,0.263750,nan,0.134125,0.838875,0.849375,0.049250,0.860000,0.816250,0.620125,0.255625,0.610250,0.977750,0.261250,0.369750,0.409000,0.327375,0.642000,0.476500,0.412500,0.952750,0.455000,0.142875,0.566750,0.584750,0.161000,0.764625,0.133375,0.997000,nan,0.353750,0.172625,0.907125,0.768500,0.635500,0.411125,0.767500,0.269750,0.774000,0.145500,0.655875,0.951250,0.066000,nan,0.554625,0.598375,0.619250,nan,0.554250,0.779375,0.422500,nan,0.877125,0.088375,0.128000,nan,0.536625,0.532500,0.907375,0.727000,0.702875,0.930250,0.198750,0.774375,0.482625,0.564250,0.784000,0.249500,0.439125,0.934875,0.589625,0.958500,0.112125,0.703750,0.090125,0.576000,0.667750,0.779000,0.199375,0.889750,0.161000,0.072125,0.201500,0.632875,0.006375,0.919750
0.465500,0.771250,0.730500,0.017750,0.108500,0.693250,nan,0.990375,0.348125,0.813000,0.844625,0.603500,0.099750,0.310875,0.083250,0.571875,0.276500,0.403625,0.805000,0.450750,0.371375,0.026250,nan,0.719125,0.339250,0.814500,0.704625,0.204000,0.181750,0.594000,0.776750,0.611500,0.024125,0.356250,0.656500,nan,0.053375,0.361375,0.650750,0.700875,0.978000,0.031250,0.805000,0.993625,0.702625,0.119375,0.134375,0.140625,0.291375,0.468250,0.282500,0.643125,0.573250,0.656125,nan,0.317375,0.008625,0.820125,0.917875,nan,0.411000,0.549750,0.704875,0.423125,0.846750,0.417750,0.609000,0.282250,0.091000,0.739750,0.364250,0.703250,0.489500,0.490500,0.704375,0.833875,0.039750,0.121625,0.074250,0.602500,0.581875,0.571125,0.959125,0.118000,0.935875,0.625375,0.287750,0.859250,nan,0.660500,0.264125,0.879375,0.952750,0.302750,0.584125,0.778000,0.817875,0.736375,0.246000,0.359000
0.363375,0.148125,0.273250,0.536000,0.912750,0.195125,0.082750,0.462250,0.179875,0.861500,0.868125,0.105625,0.742750,0.252000,0.096750,0.704375,0.772750,0.651625,0.726250,0.998125,0.129250,0.719500,0.232500,0.124875,0.394250,0.525500,0.212375,0.756875,0.424000,0.872375,0.534500,0.000750,0.492250,0.020125,0.107500,0.825500,0.813125,0.220125,0.010625,0.633125,0.510000,0.752625,0.749375,0.559750,0.460500,0.120000,0.859875,0.546625,0.753125,0.254875,0.953500,0.190000,0.578625,0.031750,0.172000,nan,0.772250,0.860875,0.552875,0.746875,0.759375,0.846625,0.378000,0.411125,0.881500,0.287625,0.518625,0.826750,0.196625,0.715750,0.521000,0.421625,0.577250,0.887625,0.581500,0.037875,0.903750,0.916375,0.776750,nan,0.853250,0.531375,0.726500,0.630875,0.357500,0.208625,0.116375,0.199250,0.370375,0.649125,0.452500,0.119375,0.830000,0.644500,0.542875,0.512750,0.980750,0.034625,0.029750,0.081250
0.574875,0.840000,0.453625,0.040875,0.177250,0.942125,0.038000,0.841375,0.307125,nan,0.503500,0.887375,0.090375,0.587000,0.101125,0.746250,0.027750,0.700125,0.636375,0.633500,0.848500,0.400750,nan,0.270750,0.245500,0.458875,0.839125,0.471125,0.018250,0.536125,0.877500,nan,0.915375,0.962000,0.553500,0.974500,0.938125,0.676625,nan,0.921750,0.925500,0.919250,0.624750,0.168250,0.035250,0.194250,0.117375,0.539875,0.116500,0.721375,0.771750,0.359625,0.588500,0.456875,0.064875,0.909625,nan,0.001250,0.423500,0.979000,0.848875,0.808375,0.013000,0.750125,0.145000,0.602000,nan,0.129500,0.424625,0.250250,nan,0.963000,0.166125,0.121250,0.057625,0.147750,0.999375,nan,0.723250,0.086125,0.493750,0.850250,0.367375,0.474000,0.637000,0.841375,0.257125,nan,0.679875,0.981500,0.988625,nan,0.062875,nan,0.247250,0.072250,0.558500,0.795000,0.986125,0.444375
0.834250,0.776375,nan,0.214500,0.568625,0.793750,0.882250,0.752250,0.722000,0.476375,0.968500,0.002750,0.981250,0.844875,nan,0.413375,nan,0.647125,0.185250,0.562750,0.153500,0.089875,0.202250,0.510375,0.780250,0.384125,0.799750,0.238250,0.170625,0.657500,0.578375,nan,0.594000,0.402875,0.006625,0.582125,0.556000,0.890000,0.025625,0.803375,0.284500,0.672875,0.543875,0.085625,0.360500,0.990000,nan,0.805000,0.485875,0.415875,0.278250,0.352125,0.206500,0.513500,0.683875,0.577000,0.699625,0.496375,0.602875,nan,0.541000,0.745250,0.609125,0.670500,0.305250,0.654875,0.734500,0.806250,0.526250,0.616875,0.343500,0.937750,0.620000,0.838125,0.069750,0.292750,0.437625,0.342125,0.450875,0.814375,0.346750,nan,0.545500,0.773625,0.909000,0.235000,0.765375,0.085250,0.069500,0.317125,0.398250,0.753000,0.336500,0.073500,0.429000,0.196500,0.658500,0.449375,0.385125,0.377625
0.986000,0.262625,nan,0.805875,0.057000,nan,0.558250,0.107125,nan,0.976125,0.530250,nan,0.959750,0.179250,0.247375,0.633500,0.671625,0.977500,0.799125,0.549750,0.101250,0.050375,0.479000,0.431500,0.543375,0.185000,0.286250,0.431500,0.069625,0.258125,0.660125,0.717500,nan,nan,0.422000,0.616875,0.252000,nan,nan,0.843250,0.537500,0.353625,nan,0.885750,0.901375,0.654500,0.893375,0.836500,0.910250,0.254500,0.089375,0.947875,0.707000,0.387500,0.092875,0.866875,0.331375,0.974250,0.684500,0.270000,0.698250,0.733375,0.600125,0.942250,0.973750,nan,0.765750,0.103000,0.164875,nan,0.443000,0.625500,0.691875,0.153000,0.386125,0.976875,0.400875,0.141250,0.316875,0.140750,0.840625,0.130500,0.252875,0.226750,0.560625,0.644875,0.030000,0.809625,0.806500,0.533000,0.225750,0.202500,0.671875,0.786750,0.094750,0.928000,0.463875,0.184125,0.185500,0.939500
0.279875,0.442500,0.097500,0.173000,0.158000,0.849000,0.549375,0.114750,0.907125,0.108625,0.049250,0.702375,0.288625,0.153125,0.523875,0.090875,0.743750,0.062875,0.385750,0.662125,0.496000,0.625500,0.096375,0.893375,0.787125,0.493750,0.813375,0.552875,0.316500,0.704625,nan,0.382750,0.934875,0.149750,nan,0.330750,0.860625,0.317625,0.157250,0.239750,0.547250,0.541250,0.990250,0.996000,0.403000,nan,0.647875,0.869125,nan,0.175375,nan,0.286375,0.499500,0.599375,0.460125,0.058250,0.673000,0.631375,0.557750,0.263750,0.162375,0.445625,0.032375,0.378500,0.990125,0.134000,nan,0.422250,0.019250,0.184125,0.654500,0.894250,0.815750,0.766125,nan,0.321625,0.812125,0.678125,0.764375,0.779125,0.034750,nan,0.177875,0.573625,0.071000,0.617500,nan,nan,0.996625,0.265750,nan,0.653375,0.358625,0.052375,0.884625,0.091000,0.077750,0.875875,0.166875,0.155625
0.846375,0.280875,nan,0.884875,0.984750,0.172875,0.513250,0.511500,0.467000,0.009125,0.691750,0.109875,0.162750,0.622625,0.000375,0.719500,0.985500,0.016125,0.573000,0.582875,0.763750,0.339500,0.230250,0.446625,0.353750,0.408000,0.495000,0.354625,0.628625,0.909375,nan,0.413000,nan,0.255750,0.479750,0.084500,0.103500,0.924500,0.014375,0.374000,0.742000,0.574875,0.298375,0.661250,0.502625,0.122250,0.895875,0.687125,nan,0.166625,0.399250,0.833375,0.544250,0.158875,nan,0.836250,0.101250,0.730500,0.235125,0.286625,0.510375,0.871875,0.148625,0.962250,0.356000,0.749875,0.842750,0.944125,nan,0.390500,0.720375,0.051875,0.749375,0.194250,0.926375,0.941250,0.427250,0.623625,0.445375,0.867250,0.258250,0.963750,0.051625,0.240500,0.091750,nan,0.565125,0.652000,0.844250,0.163250,0.022875,0.990875,nan,0.747875,0.679125,nan,0.516250,0.378875,0.106250,0.945750
0.634750,0.261000,0.425750,0.170375,0.956625,0.893750,0.558000,0.636500,0.157250,0.102750,0.262000,0.351375,0.998750,0.942500,0.600000,0.718250,nan,0.919375,0.946750,0.916125,0.271125,0.056500,0.869750,0.659125,0.477125,0.124375,0.063125,0.414750,0.268375,0.673625,0.749500,0.492750,0.405500,0.725375,0.629375,0.656375,0.978000,0.492500,0.658750,0.868250,0.680125,0.459500,0.690250,nan,0.597125,0.148750,0.245375,0.453625,0.484875,0.255375,0.376250,0.720750,0.309125,0.674375,0.182750,0.682125,0.840875,0.485875,0.627875,0.545375,0.138750,0.521000,0.969875,0.969375,0.910125,0.931625,0.332750,0.178375,nan,0.582750,0.223500,0.020125,0.730625,0.702625,0.678000,0.305500,0.824000,nan,0.512375,0.851000,0.931375,0.658000,0.454250,0.282375,0.891000,0.555125,0.335250,0.313000,0.246125,0.017000,0.895625,0.435250,0.621875,0.248375,0.885250,0.623875,0.403500,0.922750,0.667375,0.251000
0.708000,0.534625,0.688875,0.332875,0.188000,0.699125,0.568000,0.553375,0.902750,0.472875,0.496875,0.497500,0.980125,0.066250,0.454875,0.774250,0.265500,0.511125,0.854000,0.886750,0.273250,0.830500,0.121875,nan,0.883750,0.438375,0.490375,0.066625,0.447625,0.294750,0.604750,0.636750,0.157375,0.965875,0.455750,0.231875,nan,0.319125,nan,0.281250,0.504000,0.921375,0.000125,nan,0.021875,0.122000,0.391875,0.430750,0.607875,0.158750,nan,0.524000,0.938625,0.547000,0.621875,0.504250,0.698375,0.958000,0.828125,0.681500,0.015125,nan,0.259250,nan,nan,0.212500,nan,0.249875,0.904125,0.866875,0.393875,0.957250,0.059375,0.730250,0.962250,0.564875,0.464625,0.426375,0.058375,0.340375,0.309125,0.622750,0.899000,nan,0.422500,0.235875,0.152000,0.775375,0.628625,0.182500,0.825375,0.895000,0.670250,0.331375,0.921625,0.982875,0.502875,nan,0.588000,0.838250
